post_original_id,video_transcription
7605422002878401813,"Essa informação foi anunciada por meio de uma nota pelo STJ, por essa decisão, informando dessa decisão do colegiado, uma decisão unânime, então, pelo afastamento cautelar do ministro. E aí a nota diz que durante esse período ele fica impedido de usar o seu local de trabalho, o gabinete, o veículo oficial e todas as outras prerrogativas inerentes ao exercício da função, enquanto não se conclui uma sindicância interna que foi aberta para apurar denúncias. Não é mais uma denúncia, tem mais de uma denúncia por importunação sexual contra o ministro. E aí, nessa mesma sessão, os ministros decidiram marcar uma próxima para o dia 10 de março. Então, daqui a um mês, aí sim, nessa próxima sessão, a depender do que foi concluído, do que foi investigado, do resultado dessa sindicância, e aí eles vão deliberar sobre esse assunto. Essa reunião, essa sessão extraordinária, Cassius, foi de andada de última hora, tá? Logo depois que chegou uma segunda denúncia contra o ministro, e essa denúncia de uma ex-funcionária do gabinete dele, não é baseada só em relatos, em documentos também, foram denúncias consideradas muito graves, e ela diz também nessa denúncia que chegou a relatar essas investidas por parte do ministro aos seus superiores do gabinete, mas que nada foi feito, nenhuma medida foi tomada na ocasião. Hoje também o ministro Marco Buzzi entregou um atestado médico, apresentou um atestado médico psiquiátrico, na verdade, de 90 dias, também enviou uma carta para os colegas, para os magistrados, negando os crimes, a defesa dele também criticou a decisão do colegiado pelo afastamento, dizendo que se tratar de um arriscado precedente, e aí, Cassius, três ministros do STJ foram sorteados, ali escolhidos por sorteio, para conduzir esse processo de sindicância, e aí os ministros Francisco Falcão, Raul Araújo e Antônio Carlos Ferreira. E aí uma eventual pena administrativa, dependendo do resultado da sindicância e da decisão ali do STJ no dia 10 de março, aí fica a cargo do CNJ, do Conselho Nacional de Justiça, que pode optar, por exemplo, pela aposentadoria compulsória. Neste caso, o ministro Marco Buzzi continuaria recebendo os proventos dele, dependendo ali do cálculo do quanto que ele contribuiu para a Previdência nesses anos. Só relembrando a primeira denúncia contra o ministro, partiu de uma jovem de 18 anos de idade que é filha de um casal de amigos do ministro, que passou férias numa casa de praia dele, no litoral de Santa Catarina, e essa segunda denúncia, então, dessa ex-funcionária do gabinete. Esse caso também está lá no STF, tá? Na relatoria do ministro Cassio Nunes Marques, até antes dessa segunda denúncia, Cassio, é importante destacar isso, havia a expectativa de que esse caso podia não ficar no STF, podia descer para a primeira instância, porque não tinha relação, a primeira denúncia não tinha relação com a função, não teria sido cometido o crime no exercício de função, da função do ministro, né? O ministro do STJ tem prerrogativa de função, e o órgão responsável ali por esse julgamento é o STF. Agora, com essa denúncia, como era uma funcionária do ex-gabinete dele, então, esse cenário acaba mudando um pouco aí."
7605391010176240917,"A escala 6x1 é um movimento, o fim da escala 6x1 é um movimento que vem das ruas, movimento popular, até baseado em vários países da OCDE, que tem uma jornada semanal menor que a do Brasil, alguns países na faixa de 40, a OCDE mesmo mostra que Holanda, Canadá, França, Inglaterra, Alemanha, tem jornadas semanais e média menor que o Brasil. Todas as vezes que se falou na história brasileira em se retirar, em se garantir uma maior qualidade no trabalho do brasileiro, se enfrenta resistência. Foi assim na redução da jornada de trabalho na Constituição de 88, de 48 para 44 horas, foi assim na férias remuneradas, foi assim no descanso semanal remunerado, mas são questões que são importantes a gente discutir com o setor produtivo. A gente tem feito justamente uma reorganização da carga tributária brasileira, aumentando a qualidade da receita, isentando o imposto de renda de quem ganha menos para cobrar de quem paga mais, para que a gente possa justamente fazer, eventualmente, uma desoneração da folha de pagamento das contribuições patronais. A partir disso, a gente consegue ter um equilíbrio muito grande entre garantir não esgotamento, mas um trabalho digno para a população brasileira, garantindo espaço para que tenha o seu momento de lazer com a família, com a religião, com tudo que envolve o ser humano de forma integral, e ao mesmo tempo a gente possa diminuir e fazer o mínimo possível custo para o empresariado brasileiro. Ainda com essa justificativa de aumentar a qualidade para os funcionários, o senhor é contra por qual motivo, deputado? Porque a PEC é inócuo, ela não vai gerar efeitos. A gente já teve essa discussão na PEC das domésticas há mais de uma década, falando que ela iria garantir direitos trabalhistas para as domésticas. O que aconteceu é que 10 anos depois elas não tiveram esse direito garantido, porque a maior parte foi para a informalidade. E é exatamente isso que vai acontecer. Você vai ter uma lei no papel, proibindo a escala 6x1, e na prática, trabalhadores trabalhando na escala 6x1, seja informalmente, seja contratação via PJ. A única maneira de você garantir menos tempo de trabalho, mais renda e mais qualidade de vida para o trabalhador, é aumentando a produtividade, que é o que os países da OCDE, que é o que os países desenvolvidos fizeram. Não foi numa canetada, muito menos numa inclusão na Constituição, aliás, é um defeito e uma peculiaridade do Brasil ter leis trabalhistas na Constituição, nenhum país desenvolvido tem isso. E esses países investiram em produtividade. Então cortaram gastos com emendas parlamentares, cortaram gastos com super salários, cortaram gastos inúteis da máquina pública, para depois investir em infraestrutura, para investir na qualificação do trabalhador. Isso, de fato, faria com que a produtividade aumentasse. Hoje você tem 40 milhões de trabalhadores na informalidade, boa parte deles trabalhando na escala 6x1, e essa PEC não muda em absolutamente nada a vida deles, assim como para o trabalhador formal, ou vai para a informalidade, ou vai ser contratado via PJ. Então, não existe canetada mágica que solucione carga de trabalho de trabalhadores, sim produtividade. 2x1, 2x1, 3x3, 360, 360, 360, 600, 360, 360, 360, 360, 360, 360, 360, 360, 360, 96, 90, 360, 360, 360, 360, 360,"
7605406224758099211,"O S está ali, eu estou chegando de viagem e o S está embarcando ali. Deixa eu ver. Eu sei. É ele. Que da hora ele sai. Vamos ver isso aí. Que salvoca não sai. Eu acho que é ele. Eu sei um pouquinho que ele ia sair. Vamos ver se é. Deixa eu ver. É ele lá, que da hora. Olha que emoção. Filhão saindo aí. De manhã de cedo ele está chegando. Olha. Bom dia, meu filho amado. Lindo, maravilhoso. Olha lá. Tchau, o pai está chegando. Tchau. Que legal. Ah, emocionante. Vou falar para vocês, família. É emocionante isso. É. É muito emocionante. Você vê um rapaz, né? De 22 anos nesse compromisso, nesse trabalho todo. E depois que eu fiz aquele vídeo lá, foi a primeira vez que nós nos encontramos aqui na rodoviária agora, né? É muito emocionante. Eu fico muito honrado e muito grato por ter um filho assim. Sem palavras. Ou é muito... Eu fico muito... Eu fico muito... Deus comforting que eu fiz às fãs pelo amor. É muito melhor."
7605386740181847316,Ciganilos em Fanago E aí
7605376216870391060,"Direto da redação, briga generalizada em camarote de carnaval. Um vídeo que circula nas redes mostra uma confusão em um dos camarotes mais badalados da avenida Litorânea em São Luís, durante a festa pré-carnavalesca promovida pelo governo do Maranhão. Nas imagens é possível ver a troca de cadeiradas, empurrões e várias agressões físicas entre os convidados do espaço. Um dos frequentadores aparece ferido enquanto parte do público acompanha a confusão e grava com os telefones celulares. Ainda não há informações sobre o que teria causado desentendimento. O caso foi registrado neste domingo, dia 8. Fique bem informado, acesse jovempan.com.br e nos siga pelas redes sociais."
7605372041553923348,E aí
7605382568363511051,"Direto da redação. Discussão termina com jovem grávida baleada. Uma câmera de segurança registrou o momento de um bate-boca entre um homem e uma mulher em frente a uma boate. Repare que ele a provoca e chega a dar dois tapas no rosto. A jovem então revida e joga bebida no rapaz. Na sequência, o homem golpeia a mulher com a própria arma e depois atira duas vezes contra o tórax da vítima. Ela se desequilibra e cai no chão. A jovem foi encaminhada ao hospital em estado grave. Ela registrou boa evolução clínica, mas perdeu o bebê. A polícia aguarda o mandado ser expedido pela justiça para efetuar a prisão preventiva do homem. O crime aconteceu no sábado em Itumbiara, na região sul de Goiás. Fique bem informado, acesse jovempan.com.br e nos siga pelas redes sociais."
7605375331498806539,A CIDADE NO BRASIL A CIDADE NO BRASIL
7605320648860142868,e aí E aí E aí
7605349151559142668,Craio do Berthry
7605340771008417045,"Eu estava agora há pouco realizando uma sondagem com algumas das nossas fontes para tentar atualizar essas informações sobre a ilha de Cuba. Estamos acompanhando desde ontem essa espécie de apagão geral, inclusive nos serviços da ilha de Cuba. Uma espécie de caos generalizado tomou conta da ilha de Fidel Castro ao longo das últimas horas. Cuba está sofrendo uma grave, séria, grave crise energética com apagões frequentes, às vezes durando algo em torno de 15 a 20 horas por dia, como está acontecendo neste momento. E isso em várias regiões do país devido à escassez de combustível e também problemas técnicos no sistema elétrico. Aliás, o sistema elétrico já teve falhas graves com quase 3,4 milhões de pessoas afetadas por colapsos parciais ao longo somente das últimas horas. O país produz menos da metade da energia que precisa e por isso depende de combustíveis importados. E aí o que está acontecendo? Os Estados Unidos e seus embargos. Esse é o motivo principal, viu? Os Estados Unidos mantém o embargo econômico à Cuba desde 1962, restringindo comércio, finanças e importações de produtos essenciais. Até aí todo mundo sabe. Mais recentemente, a administração Trump intensificou essas medidas que bloqueiam insumos de petróleo e combustível, inclusive ameaçando com o tarifaço a países que vendam combustível para Cuba. E isso levou à interrupção de envios de petróleo de aliados, como por exemplo Venezuela e México, agravando ainda mais essa falta de combustível e aprofundando a crise energética. Então temos os apagões e a falta de combustível que estão parando os serviços essenciais. E aí"
7605344467767266572,"fez um levantamento, inclusive, exclusivo aqui da Jovem Pan, para a gente entender como estão, então, esta lista, esta fila de Hugo Mota com cerca de 16 requerimentos. O número 1 é uma CPI, porque inicialmente o requerimento era para se lançar uma CPI somente na Câmara, mas aí foi uma CPMI, que é no Senado e a Câmara dos Deputados. Automaticamente, o que foi, então, atendido foi o requerimento do Senado Federal. Vem aqui, em segundo, uma investigação contra o tipo de ações criminosas contra as crianças e adolescentes nas redes sociais. Tem também a exploração sexual, que é um assunto muito forte, infantil, na ilha do Marajó. Tem também a venda de crianças e a exploração sexual e aqui as ações financeiras e também a venda de criptomoedas. A gente tem uma segunda arte, que, ligado, então, à investigação do Banco Master, que está no meio dessa fila. Tem também situação das lojas americanas, tem aqui os crimes digitais contra as pessoas em situação de vulnerabilidade, tem ações do crime organizado e homicídios e também a CPI dos planos de saúde. Na reta final, tem mais uma arte sobre o abuso de operadoras de planos de saúde, estupro e violência sexual contra as mulheres, aumento do uso de entorpecente, muita droga também, a manipulação de resultados no futebol. Tem também a venda de aéreas, o setor de viagens e aí uma última arte que a gente vê aqui, que é ligada tanto à energia elétrica, às concessionárias de energia e à demarcação e gestão de áreas indígenas e também ali uma investigação sobre o MST. E aqui vem também a atuação da Suprema Corte e da Justiça Eleitoral. Agora, são várias legendas que chegam no Congresso com esses requerimentos. A legenda de Valdemar Costa Neto, a legenda de Jair Bolsonaro de 2023. Até hoje, são sete requerimentos para a instalação de uma CPI, para investigação. Aí vem aqui a sequência do PSB, União, Republicanos, os aliados do governo com duas CPIs, o Solidariedade com uma e o PP também com uma. Esse é um retrato fiel, então, do Congresso Nacional, falando exclusivamente da Câmara dos Deputados, porque isso aqui se torna um instrumento da minoria, da oposição, que é a oportunidade de investigar aliados do governo, seja de um lado ou do outro, mas de levar nomes para gerar um desgaste eleitoral e um desgaste governamental."
7605333055774969100,E aí
7605312769826639115,"É uma crítica que ela rememora fatos, né? O Macron que no governo Bolsonaro o problema do acordo era a Amazônia. Aí quando não acabou a situação das queimadas, o desmatamento infelizmente ainda é um problema, né? Aí não é mais sobre o desmatamento. Aí muda a figura, muda a forma. Então ele critica o Macron pela gestão que ele faz em relação à situação do acordo do Mercosul e as posturas dele de ataque em relação ao Brasil. Vale dizer que lá fora, muitas vezes, o nosso agronegócio sofre muito. Mesmo sendo potente, eficiente, ético, mas sofre muito com essas narrativas incompetentes como essa de Emmanuel Macron que basicamente fala de abraçar a árvore na Amazônia como se essa fosse a razão e não o protecionismo francês. Então o senador Flávio Bolsonaro critica nesses aspectos até mesmo de gestão interna do país. Macron passou por vários problemas dentro da França recentes, protestos massivos, situações fiscais. Então é uma situação toda de muita incompetência e problema. Mas você concorda?"
7605295479206825236,A CIDADE NO BRASIL Amém.
7605285795393490187,"Um ucraniano de 72 anos, armado com um machado e um martelo, matou cinco pessoas nesta terça-feira em um centro para deslocados internos na região de Rivni, oeste da Ucrânia. O motivo do ataque ainda não está claro, mas autoridades indicaram que teve origem em um conflito doméstico que se transformou em uma briga entre moradores de um antigo prédio escolar que agora abriga pessoas que fugiram da guerra no leste, no centro do país. Nas redes sociais, a Polícia Regional de Rivni afirmou que as cinco vítimas morreram no local. Dois homens de 60 e 68 anos, duas mulheres de 81 e 78 anos da região de Donetsk e um homem de 56 anos da região de Kirovo, Rorad. Imagens divulgadas pela polícia mostram um grande buraco na porta que dá acesso a um dos cômodos e vestígios de sangue em um machado e no chão do prédio. De acordo com a Procuradoria-Geral, o suspeito, um deslocado também da região leste de Donetsk, epicentro dos combates entre Kiev e Moscou, foi preso e uma investigação por homicídio premeditado foi aberta. Atroz, atroz, atroz, atroz behöver dinheiro, Elon percebeu em uma v ge freely supervisor. Atroz, atroz, atroz, atroz, atroz, atroz, atré compleja com estrang Helimi поэтому atroz, 잠깐, atroz, atroz, atro, atroz, loc dá hora pot , fugi façada, ah, não gosta, sabia de.. festival типos de paixantes e Snollements.. ... ... ..."
7605267128895229240,"ERRO DOWNLOAD: ERROR: [TikTok] 7605267128895229240: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U"
7605276846623690005,"Eu acho interessante a gente fazer uma comparação aqui com os outros países da América do Sul que estão bem à frente do Brasil na percepção de corrupção. Vejam, Uruguai em 17º, Chile em 32º, Colômbia em 99º. E aí aqui a Argentina até aparece um pouco mais próximo do Brasil. Mas vejam o quanto há uma divergência, um abismo entre esses países e o Brasil quando a gente fala na pontuação sobre o quanto esse país investe em ferramentas para combater a corrupção e melhorar a percepção que as pessoas têm sobre a maneira como o dinheiro público está sendo aplicado, os serviços públicos estão sendo utilizados e principalmente preparados e cuidados por essas autoridades."
7605257923240971540,Vou ver o tempo quando você vai partir. Vi não fico. Isso é um homem. Isso é um homem. internet internet Até que mais
7605246141839445269,MUSICA: som original - Jovem Pan News
7605239814811553080,"Nunca antes na história desse país, né, Cariato? Quase 4 bilhões com passagens e diárias. Isso na era em que quase tudo é feito por videoconferência, né? A maioria das empresas, as viagens foram muito reduzidas. Por que não reduzir esses gastos? Não é uma pergunta? Boa. Como é que pode um governo de esquerda gastar tanto assim com viagem e passagem? Governo de esquerda, gente. Aquele que todo dia faz um discurso contra a fome. Dizendo que nós um dia vamos acabar com a pobreza. A turma da esquerda que adora esse termo desigualdade. Você sabe o que é a expressão máxima da desigualdade? A gente está vendo aqui nessas imagens. É que quem está no Estado, quem controla o Estado, viaja. Fica nos melhores hotéis. Viaja o mundo inteiro. Bancado pelo nosso dinheiro. Quem está no governo, inclusive os socialistas, inclusive a turma da extrema esquerda, eles trabalham e moram em palácios. Palácios. Pensem sobre isso. Não é escritório, não. São palácios que são decorados, mobiliados com o nosso dinheiro. Eu queria que você respondesse essa pergunta, caro ouvinte, caro espectador. Você já foi ao Japão alguma vez? Você já foi à Europa? Você conhece a Indonésia? Provavelmente você respondeu não, não e não. Mas olha, você já comprou passagens para o Japão, para a Europa, para a Indonésia, para o mundo inteiro, porque é o seu dinheiro que banca essas viagens. Quando você tiver um tempinho, faz uma conta, pega 4 bilhões de reais, divide pelo seu salário e vê quantos meses de esforço você tem que dar para poder bancar essa conta do governo."
7605220523504684299,E aí
7605208119177694476,A CIDADE NO BRASIL A CIDADE NO BRASIL
7605185376675843384,E aí E aí
7605185011557387531,"O objetivo do presidente Lula é votar o fim da escala 6x1 ainda esse semestre, ainda esse ano, com uma perspectiva muito clara. É lógico, todo processo tem negociação, mas nós não abrimos mão de um máximo de 5x2, da redução da jornada para 40 horas e também de não ter redução de salário. Essa é a perspectiva que o governo quer levar, tanto para o presidente Hugo Mota como para os parlamentares e queremos fazer um trabalho conjunto, parceiro, um trabalho conjunto do executivo com o legislativo. O governo não quer correr riscos, por isso tentará sensibilizar os parlamentares de que o melhor caminho para dar celeridade à matéria é através de um projeto de lei e não por uma proposta de emenda à Constituição. O governo segue na proposta de enviar um projeto de lei com urgência constitucional, porque isso faria com que a votação pudesse ocorrer nos próximos meses. A urgência constitucional em 60 dias, ela trava a pauta da Casa Legislativa se não for votada. Então a gente garante as condições para que seja votada."
7605147404865768760,E aí E aí
7605054208919817489,"E assim, no seu sonho ideal, quem vai estar junto com o Flávio nesse palanque? Olha, eu não posso escolher, né? Eu sou humilde. Vocês estão conversando com o Valdemar, com o partido. Nós temos conversado muito. Na eleição passada, nós defendíamos que a Tereza Cristina fosse a nossa vice. E eu tenho certeza que a Tereza Cristina teria ajudado muito. Porque o que fez? O Bolsonaro escolheu o outro militar. Então, vamos dizer assim, é a mesma linha. Segue um sonho possível. É mais de uma mulher. É melhor, senador, ao lado do Flávio? Claro que não necessariamente tem que ser uma mulher. Mas no caso da Tereza Cristina, olha, a experiência dela, como ministro... Não, o pai dela foi governador do Mato Grosso e o Mato Grosso do Sul o único. Então, o berço da Tereza Cristina é o berço da política. A Tereza Cristina foi uma parlamentar, deputada, foi ministra. Hoje, senadora, é dócil. Uma pessoa inteligente, que tem trânsito hoje, principalmente no Brasil e no mundo. Ela tem facilidade de conversar. No Congresso Nacional, ela tem uma relação extremamente boa com todos os parlamentares. Da direita, do centro e da esquerda. Porque muitas pessoas, às vezes, querem hoje que a gente seja radical demais. E não é isso. Nós temos que distensionar o Brasil. E aí é onde eu acho que entra o Flávio Bolsonaro. Ele vai ter condições de distensionar o Brasil. Ele é jovem, ele é moderno. Mostrou isso onde ele está andando. Em pouco tempo, daí já está empatado com o Lula. E as pessoas estão insatisfeitas com o governo. Com as entregas do governo que não estão chegando. Por isso, Flávio, ele vai ser um presidente para mudar a estrutura do Estado brasileiro. Desburocratizar esse país. Fazer com que essas obras inacabadas... ... ..."
7605049342726098177,"Quero já iniciar por uma última agenda que o senhor teve na capital federal, no Supremo Tribunal Federal, visitando lá o Procurador-Geral da República sobre uma decisão para liberar o ex-presidente Jair Bolsonaro para uma domiciliar. Como o senhor vê essa situação após a reunião que o senhor teve? É importante dizer que eu fui lá acompanhado do advogado do PL, que já há mais de 20 anos que é advogado, doutor Bessa, portanto muito conhecedor da matéria, né? E para argumentar exatamente do ponto de vista político e também do ponto de vista jurídico em relação a essa prisão do presidente Bolsonaro. E o que nós vamos pedir primeiro? É uma prisão humanitária domiciliar, porque o presidente Bolsonaro está vivendo um verdadeiro massacre emocional. Todos sabem que o pós-pandemia, a depressão é o mal dos tempos, né? E, claro, qualquer pessoa, ainda mais um ex-presidente da República, né? Que não tem nada de afirmativa, não tem uma acusação de corrupção no governo dele. Está lá preso, ele depois que passou pela facada, muita cirurgia, a penúltima cirurgia, 20 horas, 12 horas de cirurgia, e agora mais outra cirurgia e ainda está lá nessa condição emocional, principalmente, que ela é degradante, é humilhante e, claro, ela traz qualquer cidadão para condições de vulnerabilidade física, né? Então, isso tudo, nós fomos lá pedir esse entendimento e eu tenho dito muito, viu, Bruno e a todos, que às vezes está faltando Deus no coração do julgador. Porque temos que ter muito cuidado e eu sempre digo que a lei era importante, mas também o julgador tem que ter a lei do bom senso. E a lei do bom senso, todos sabem que nós não podemos, daqui a pouco, ter o presidente Bolsonaro perder a vida por essas condições, né? Então, por isso, nós fomos pedir lá a prisão humanitária, mesmo, quero deixar claro aqui, sou líder do bloco PL Novo, que é o bloco Vanguarda, e nós não abrimos mão de insistir ainda com a anistia, porque entendemos que o presidente Bolsonaro, ele não merece essa pena que está lá. Então, por isso, também, nós vamos trabalhar muito para derrubar o veto da dosimetria."
7605047423853022480,"A decisão foi tomada com base naquilo que deve ser o norte de qualquer presidente que preside um parlamento, que é seguir o regimento. Nós temos aqui agora a oportunidade de poder dar a tramitação regimental. Em nenhum momento passou pela nossa decisão o desejo de adiar esse debate. Pelo contrário, o parlamento quer puxar para si o protagonismo nesse tema. É importante o apoio do governo. Nós sabemos que o governo tem uma posição favorável e essa discussão na CCJ e posteriormente na comissão especial vai dar o tema, na minha avaliação, o amadurecimento que a proposta merece ter até para se medir os possíveis impactos dessa decisão nos setores da nossa economia."
7605023970370325777,MUSICA: som original - Jovem Pan News
7604978583496379704,"O muro é tão retrógrado, que ele realmente não dá conta de pensar no Brasil na frente. Eu disse assim, olha, cinco por dois, isso aí já é um sentimento. Está certo agora, por que ele não fez? Tem três anos que ele está morrendo. Ele denuncia déficit, banqueiro, bilionário, só fica de boca, não faz nada, não toma nenhuma decisão. Aí ele fala na violência, mas não toma nenhuma decisão. Então, quer dizer, ele é uma pessoa folclórica, ou seja, é assim, vou dar uma cerveja gelada, garanto uma picanha. Agora, olha aí, eu vou garantir o passe de um ônibus agora a tudo zero, eu vou liberar a gente. O raciocínio meu é outro, o Lula. O pensamento meu é profissionalização da mão de obra cada vez maior. É nós estamos naquilo que o mundo já está. É hora de trabalho, Lula. É isso que o mundo já faz, está certo? É poder custar eficiência. Não é simplesmente pelo tempo trabalhado, é pelo resultado obtido. É o reflexo disso no PIB do país. É isso que nós estamos disputando. Nós estamos falando, Lula, de inteligência artificial. Você até hoje não deu conta nem de aprovar uma lei no Congresso Nacional. Goiás já tem ela aprovada, sancionada e publicada, que é referência hoje no mundo. Como se realmente modular ou regulamentar a inteligência artificial. Goiás hoje é referência, hoje, na parte da educação, é o melhor do Brasil. Enquanto Goiás estimula a educação e dá também condições de apoio à educação na idade certa, você retira o dinheiro da educação na idade certa e passa para o programa populístico. Então, essa é a diferença nossa. É enorme a nossa diferença. Está certo? Ninguém mais tem essa historinha sua. As pessoas querem evoluir. O evoluir significa que ninguém mais convive com esse atraso do PP. O pessoal fala de 8 de janeiro até hoje. Só fala com essas terras aí que realmente ele não deu conta de avançar. Ele já teve o ar."
7605006548301024528,"Esse sábado nós vamos percorrer sete meses aqui no Estado. E como tal, nós vamos aguardando o movimento em que aquele que for decidido como sendo representado o partido dia 15 de abril, será o candidato. Essa é a decisão acordada de nós. E a partir daí, é certeza absoluta que será um candidato extremamente competitivo. É um partido que tem capitalidade no Brasil todo. Mesmo em posições, às vezes, que a estrutura estadual não apoiará a nossa candidatura à presidência da República, mas, querendo ou não, nós teremos outras bases para poder levar o sentimento da mudança. Eu acho que esse é o sentimento mais forte. Acho que é mais um debate do ponto de vista moral e de mudança de conceito. Acho que a população já não suporta. Chegou o momento de estafa. Não dá mais para continuar com cinco mandatos do IPT, caninhando para o sexto mandato. Isso é um atraso muito forte e a sociedade brasileira cobra que haja uma moralização, uma coragem de enfrentamento ao crime, à corrupção, que hoje são os índices mais solicitados pelos. Quer dizer, o mais solicitado combate à violência e também à corrupção. São os mais cobrados pela população hoje para essa gestão que, sem dúvida, deteriorou muito a qualidade de vida no Brasil."
7604967556469837112,"agradeço a Deus de estar passando por um processo como esse, tendo como presidente o presidente Lula. Não só pela forma como ele reforçou na fala dele, na última fala, a autonomia, e eu quero sublinhar essa expressão, porque foi ele que sublinhou, a autonomia, a garantir a autonomia do Banco Central e da Polícia Federal, e muita gente pode dizer, mas isso é uma garantia constitucional, está dada ali, é isso mesmo. Mas que a gente ter essa certeza, essa tranquilidade, que a gente vai poder trabalhar com essa devida autonomia, sem que ninguém nos pergunte o que está sendo descoberto, o que não está sendo descoberto, e garantir essa proteção por parte do presidente da República, que para além dessa garantia que ele está dando, a experiência que o presidente tem, tendo passado por diversas crises, o que essa experiência traz para que a gente possa desenvolver o nosso trabalho, é bastante importante."
7604979184628223233,"Quando eu viajar, eu sou muito temoso e sou muito tinhoso. Se o Trump conhecesse o que é a sanguinidade de Lampião, no presidente ele não ficaria provocando a gente. Ele não ficaria provocando a gente. Porque ele sabe que a briga do Brasil com ele... Não adianta ficar falando na televisão. Eu tenho o maior navio de guerra. Eu tenho o maior submarino do mundo. Eu tenho um avião, um navio, que é 100 vezes mais importante do que o da sua. Eu não quero briga com ele, eu sou doido. Vai que eu brigo e eu ganho, o que eu vou fazer? Vai que eu brigo e o que eu vou fazer?"
7604969519802567957,"Olha, a informação que nós temos com fontes na Polícia Federal é que os peritos da PF já estão em posse de mensagens, áudios, vídeos e também textos ali enviados ao banqueiro do dono do Banco Master, o Daniel Vorcaro, e também mensagens que ele enviava. A expectativa dos investigadores da Polícia Federal é que Daniel Vorcaro tenha dado algumas informações em relação ao Banco Master e isso pode levar a um avançar das investigações deste caso que está sendo conduzido pela Polícia Federal. Então, os peritos já estão em análise dessas mensagens que já tinham sido deletadas por Daniel Vorcaro e foi por meio de um equipamento, uma ferramenta tecnológica, que essas mensagens foram resgatadas e que agora são periciadas pelos agentes da Polícia Federal. Outra informação que nós temos é que todo esse conteúdo vai ser compilado pelos agentes e compartilhado com o relator deste caso no Supremo Tribunal Federal, o ministro Dias Toffoli. Então, haverá aí essa troca de informações que podem levar a um avançar das investigações no caso Banco Master. E essa ferramenta tecnológica foi utilizada pela Polícia Federal porque Daniel Vorcaro se negou a compartilhar a senha do celular dele. Então, isso acabou dificultando o acesso a essas mensagens. Com agora essas mensagens em mãos, então a expectativa é que as investigações sejam avançadas."
7604945448968736021,MUSICA: som original - Jovem Pan News
7604947144604208440,E aí
7604940453431037240,A CIDADE NO BRASIL A CIDADE NO BRASIL
7604931243377003832,"O presidente Lula, o presidente Guilhota, eu, a ministra Gleis e o ministro Marinho, para nós discutirmos os melhores caminhos do trâmite do fim da escala 6x1. O governo segue na proposta de enviar um projeto de lei com urgência constitucional, porque isso faria com que a votação pudesse ocorrer nos próximos meses. A urgência constitucional em 60 dias, ela trava a pauta da Casa Legislativa se não for votada. Então a gente garante as condições para que seja votada. O objetivo do presidente Lula é votar o fim da escala 6x1, ainda esse semestre, ainda esse ano, com uma perspectiva muito clara. É lógico, todo processo tem negociação, mas nós não abrimos mão de um máximo de 5x2, da redução da jornada para 40 horas e também de não ter redução de salário. Essa é a perspectiva que o governo quer levar, tanto para o presidente Hugo Mota, como para os parlamentares e queremos fazer um trabalho conjunto, parceiro, um trabalho conjunto do executivo com o legislativo. Por isso a proposta dessa reunião na quinta-feira. Mandei mensagem agora há pouco para o presidente Hugo Mota, estou esperando, acho que ele estava na reunião de líderes, esperando o retorno dele para a gente confirmar se será mesmo na quinta, o presidente Lula já se dispôs. Obrigado. Obrigado. Obrigado."
7604941513625242901,"importantes, portanto ajudam o presidente Lula a governar o Brasil. Claro que nós queremos o PMDB conosco, nós queremos todos os partidos que estão conosco na base do governo Lula, nós queremos alianças. Então é natural que nós possamos dialogar com o MDB, mas claro, sabemos também da heterogeneidade política que tem o MDB como tantos outros partidos no Brasil. Então nós vamos dialogar, queremos o MDB conosco, mas também respeitando as posições do MDB que muitas vezes são posições noteadas pela complexidade regional que o MDB tem."
